Code,GCD,PLD,LCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Unitcell_volume,Density,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Number of channels,Min dimension of channel,Max dimension of channel,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_dev thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,Range liquid_range,Mean liquid_range,Std_dev liquid_range,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
33,11.24252,8.72989,11.24252,8.72989,8.15776,8.37273,11.24252,11.01596,11.21194,3683.84,1.29106,1295.97,0.3518,0.272489,0,0,0,1,3,3,642.803,1744.93,1351.55,0,0,0,8,14,6,9.979166667,4.143420289,1.52,2.1,0.58,1.707916667,0.396573081,80,101,21,95.5625,11.41618246,10,17.36,7.36,15.55041667,3.807547832,0.02658,235,234.97342,51.78855333,109.6455739,90.2,3173,3082.8,1109.8625,2133.478368,54.8,1687,1632.2,583.168125,1115.689364,35.4,1858.53,1823.13,526.694375,1030.133624,0,0.315789474,0.355263158,0.171052632,0.144736842,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,10.92721,9.60137,10.92721,9.60137,1.92713,1.57921,10.92721,10.92277,10.79984,6087.27,1.56796,1416.51,0.2327,0.14841,3.04364,0.0005,0.000318886,1,1,1,775.465,1273.91,812.466,17.2597,28.3538,18.0833,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.029761905,0.130952381,0.244047619,0.220238095,0.255952381,0.107142857,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
35,5.57237,2.20902,5.55471,2.20902,1.87477,1.63174,5.55471,4.18144,5.26109,777.656,1.52779,0,0,0,40.6714,0.0523,0.0342324,0,0,0,0,0,0,95.7361,1231.09,805.795,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.055555556,0.277777778,0.055555556,0.166666667,0.111111111,0.055555556,0.111111111,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36,10.86836,9.60083,10.85757,9.60083,8.30437,1.44947,10.85757,10.85757,10.85177,3683.27,1.30022,1537.77,0.4175,0.3211,0,0,0,1,2,2,575.661,1562.91,1202.04,0,0,0,8,14,6,9.868055556,3.766480231,1.52,2.1,0.58,1.679027778,0.335379537,80,101,21,95.00694444,12.18064824,10,17.36,7.36,15.32152778,4.169156981,0.02658,235,234.97342,61.23299778,127.338141,90.2,3173,3082.8,1067.529167,1965.314088,54.8,1687,1632.2,499.4425694,941.0771441,35.4,1858.53,1823.13,568.0865972,1078.310404,0.025641026,0.153846154,0.269230769,0.269230769,0.230769231,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
37,9.25875,7.99583,9.25875,7.99583,1.9605,1.67645,9.25875,9.25875,8.83203,3220.27,1.74125,595.429,0.1849,0.106188,0,0,0,1,1,1,427.599,1327.84,762.577,0.97908,3.04036,1.74608,8,14,6,9.861111111,3.749716192,1.52,2.1,0.58,1.677222222,0.331917219,80,101,21,94.97222222,12.24131714,10,17.36,7.36,15.30722222,4.194939824,0.02658,235,234.97342,61.82327556,128.4404939,90.2,3173,3082.8,1064.883333,1958.415043,54.8,1687,1632.2,494.2097222,931.1312459,35.4,1858.53,1823.13,570.6736111,1082.670983,0.042553191,0.085106383,0.265957447,0.276595745,0.191489362,0.138297872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
38,10.45812,7.08755,10.366,7.08755,1.64622,1.49666,10.366,10.45812,9.92222,3148.97,1.51035,630.739,0.2003,0.132618,0,0,0,1,1,1,472.423,1500.24,993.309,0.330475,1.04947,0.694852,4,14,10,9.805555556,4.231400839,1.52,2.1,0.58,1.70037037,0.392687523,77,101,24,95.47222222,11.62621051,4.85,17.36,12.51,15.44074074,4.239447045,0.02658,235,234.97342,51.54549778,108.1194762,90.2,3173,3082.8,1106.290741,2116.892963,54.8,1687,1632.2,589.5376852,1118.015098,35.4,1858.53,1823.13,516.7530556,1004.991168,0.0125,0.15,0.3,0.3,0.2,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
39,12.91055,12.15693,12.90188,12.15693,1.36192,5.3539,12.90188,12.47736,12.89623,4951.11,1.29168,1736.85,0.3508,0.271584,0,0,0,1,2,2,750.947,1516.72,1174.23,0,0,0,8,14,6,9.944444444,4.242640687,1.52,2.1,0.58,1.707962963,0.410121933,85,101,16,95.81481481,11.3137085,12.06,17.36,5.3,15.64240741,3.74766594,0.02658,150,149.97342,48.62907722,106.0472223,90.2,3173,3082.8,1089.255556,2179.868785,54.8,1687,1632.2,583.7537037,1154.139688,35.4,1486,1450.6,505.5018519,1025.729097,0.016260163,0.178861789,0.227642276,0.243902439,0.292682927,0,0.008130081,0,0,0,0,0,0,0,0.032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,7.57666,3.19607,7.57666,3.19607,2.02017,2.16964,7.57666,7.08658,7.43491,2447.12,1.86199,210.208,0.0859,0.0461335,0,0,0,1,1,1,274.57,1122.01,602.588,2.9135,11.9058,6.39415,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.038961039,0.168831169,0.246753247,0.116883117,0.181818182,0.025974026,0.142857143,0.038961039,0.038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
41,6.75626,4.29916,6.75626,4.29916,1.98771,1.69442,6.75626,6.60597,6.75626,760.025,1.57529,92.571,0.1218,0.0773189,0.30401,0.0004,0.000253921,1,1,1,123.335,1622.77,1030.14,2.62291,34.5108,21.9076,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.3125,0.25,0.25,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
42,5.70167,4.20047,5.70167,4.20047,1.61543,2.04838,5.70167,5.70167,5.63697,763.273,1.55658,76.4036,0.1001,0.0643076,0,0,0,1,1,1,127.903,1675.72,1076.54,0,0,0,8,14,6,10.04166667,4.242640687,1.52,2.1,0.58,1.717361111,0.410121933,85,101,16,95.55555556,11.3137085,12.06,17.36,5.3,15.55652778,3.74766594,0.02658,150,149.97342,51.05920208,106.0472223,90.2,3173,3082.8,1139.208333,2179.868785,54.8,1687,1632.2,610.2013889,1154.139688,35.4,1486,1450.6,529.0069444,1025.729097,0,0.12,0.12,0.28,0.12,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
43,6.60819,5.64649,6.52374,5.64649,2.53221,2.17092,6.52374,6.60289,6.02961,749.731,1.59692,121.231,0.1617,0.101257,0,0,0,1,1,1,145.365,1938.9,1214.15,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.4,0,0.35,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
44,9.34673,8.73214,9.34673,8.73214,1.53114,6.96355,9.34673,9.23252,9.34673,3650.64,1.30634,1297.07,0.3553,0.271981,0,0,0,1,2,2,587.638,1609.68,1232.21,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.011627907,0.244186047,0.162790698,0.255813953,0.104651163,0.197674419,0.023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
45,4.17316,2.83733,4.11303,2.76852,2.83733,1.95689,4.06501,4.11303,4.17316,588.631,1.68252,16.9526,0.0288,0.0171172,0,0,0,1,1,1,82.5637,1402.64,833.652,0,0,0,8,14,6,10.0625,4.242640687,1.52,2.1,0.58,1.719375,0.410121933,85,101,16,95.5,11.3137085,12.06,17.36,5.3,15.538125,3.74766594,0.02658,150,149.97342,51.57994313,106.0472223,90.2,3173,3082.8,1149.9125,2179.868785,54.8,1687,1632.2,615.86875,1154.139688,35.4,1486,1450.6,534.04375,1025.729097,0,0.1875,0.25,0,0.125,0,0.125,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
46,10.20831,8.34201,10.20831,8.34201,6.18585,1.82413,10.20831,10.1014,9.95654,3129.5,1.46653,811.167,0.2592,0.176744,0,0,0,1,2,2,506.348,1617.98,1103.27,0,0,0,8,14,6,9.916666667,3.904210182,1.52,2.1,0.58,1.691666667,0.36046795,80,101,21,95.25,11.80012106,10,17.36,7.36,15.42166667,4.000442118,0.02658,235,234.97342,57.10105333,119.7129726,90.2,3173,3082.8,1086.05,2024.567005,54.8,1687,1632.2,536.0725,1012.900745,35.4,1858.53,1823.13,549.9775,1052.266455,0.025974026,0.207792208,0.285714286,0.272727273,0.168831169,0.038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
47,5.43408,4.72115,5.36681,4.72115,3.34536,3.17014,5.36681,5.43408,5.3565,533.78,1.49532,78.7859,0.1476,0.0987077,0,0,0,1,3,3,131.222,2458.36,1644.03,0,0,0,8,14,6,9.861111111,3.749716192,1.52,2.1,0.58,1.677222222,0.331917219,80,101,21,94.97222222,12.24131714,10,17.36,7.36,15.30722222,4.194939824,0.02658,235,234.97342,61.82327556,128.4404939,90.2,3173,3082.8,1064.883333,1958.415043,54.8,1687,1632.2,494.2097222,931.1312459,35.4,1858.53,1823.13,570.6736111,1082.670983,0,0.388888889,0,0.222222222,0,0.111111111,0,0.222222222,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
48,7.70798,5.97611,7.69446,5.97611,3.97189,2.89753,7.69446,7.56156,7.56156,1068.81,1.49357,175.499,0.1642,0.109938,0,0,0,1,3,3,207.769,1943.92,1301.53,0,0,0,8,14,6,9.944444444,4.175129428,1.52,2.1,0.58,1.705694444,0.400893764,80,101,21,95.70833333,11.38525385,10,17.36,7.36,15.60152778,3.789237632,0.02658,235,234.97342,50.15679347,108.5400352,90.2,3173,3082.8,1091.1,2148.315145,54.8,1687,1632.2,577.06625,1127.950013,35.4,1858.53,1823.13,514.03375,1028.854364,0,0.272727273,0.136363636,0.181818182,0.181818182,0.090909091,0,0.136363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,6.41418,4.03935,6.41418,4.03935,1.94187,1.94187,6.41418,6.24613,6.28509,766.983,1.561,88.6633,0.1156,0.074055,0.306793,0.0004,0.000256246,1,1,1,124.977,1629.47,1043.86,5.97134,77.8549,49.875,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.3125,0.25,0.25,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
50,7.227,3.54253,7.09006,3.54253,1.84727,1.67522,7.09006,7.227,7.20464,1014.28,1.57387,132.161,0.1303,0.0827895,0,0,0,1,1,1,160.998,1587.31,1008.54,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.416666667,0.166666667,0.25,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
51,5.27571,2.99714,5.2668,2.99714,2.27838,2.84022,5.2668,5.02481,5.27571,679.251,1.46075,54.408,0.0801,0.0548347,0,0,0,1,2,2,121.575,1789.84,1225.28,0,0,0,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95,12.19265001,10,17.36,7.36,15.31866667,4.17427667,0.02658,235,234.97342,61.35105333,127.5581437,90.2,3173,3082.8,1067,1963.904425,54.8,1687,1632.2,498.396,939.0837544,35.4,1858.53,1823.13,568.604,1079.169416,0,0.235294118,0.117647059,0.058823529,0,0,0,0.294117647,0.235294118,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
52,8.71264,5.84516,8.71264,5.84516,3.30662,2.43102,8.71264,8.71207,7.78486,2016.66,1.58316,344.646,0.1709,0.107948,0,0,0,1,2,2,325.65,1614.8,1019.98,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.018518519,0.12962963,0.314814815,0.203703704,0.259259259,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
53,6.59843,3.33801,6.44483,2.03986,1.56064,3.33801,6.44483,6.59843,6.44483,1069.19,1.67967,91.0954,0.0852,0.0507243,0.855355,0.0008,0.000476284,1,1,1,148.544,1389.31,827.13,8.44326,78.9684,47.0143,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10,17.36,7.36,15.25,4.302983461,0.02658,235,234.97342,64.18438667,132.9250288,90.2,3173,3082.8,1054.3,1934.463424,54.8,1687,1632.2,473.2783333,891.7012048,35.4,1858.53,1823.13,581.0216667,1101.790261,0,0.285714286,0.071428571,0.321428571,0.25,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54,6.45732,5.40879,6.29466,4.84391,5.40879,1.77246,6.45732,6.29466,6.3425,872.965,1.37149,216.844,0.2484,0.181117,0,0,0,1,2,2,193.65,2218.3,1617.44,0,0,0,4,14,10,9.810185185,3.820920608,1.52,2.1,0.58,1.677916667,0.340179744,77,101,24,95.125,12.13460731,4.85,17.36,12.51,15.34606481,4.224555026,0.02658,235,234.97342,59.34654676,125.2307881,90.2,3173,3082.8,1057.435185,1975.306933,54.8,1687,1632.2,503.5081019,959.5759192,35.4,1858.53,1823.13,553.9270833,1066.568305,0,0.260869565,0.52173913,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
55,9.72789,7.7188,8.81055,7.7188,2.20301,6.61719,8.81055,9.39203,9.72789,4832.88,1.00263,1842.29,0.3812,0.380202,0,0,0,1,2,2,993.285,2055.26,2049.88,0.148144,0.306533,0.30573,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95,12.19265001,10,17.36,7.36,15.31866667,4.17427667,0.02658,235,234.97342,61.35105333,127.5581437,90.2,3173,3082.8,1067,1963.904425,54.8,1687,1632.2,498.396,939.0837544,35.4,1858.53,1823.13,568.604,1079.169416,0.03030303,0.287878788,0.303030303,0.318181818,0.015151515,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
56,6.1142,5.51876,5.94929,5.51876,5.10247,1.92966,5.94929,6.1142,5.94929,1042.78,1.52207,234.104,0.2245,0.147497,0,0,0,1,2,2,201.378,1931.16,1268.78,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.2,0.2,0.35,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,6.81315,4.2245,6.74597,4.2245,2.73704,2.24604,6.74597,6.81315,6.81315,1183.01,1.50723,158.878,0.1343,0.0891041,0,0,0,1,1,1,222.096,1877.39,1245.59,0,0,0,8,14,6,9.96875,3.872223863,1.52,2.1,0.58,1.695,0.355871755,80,101,21,95.03125,11.83141382,10,17.36,7.36,15.345,4.018011214,0.02658,235,234.97342,59.54869313,120.7042123,90.2,3173,3082.8,1114.19375,2009.77055,54.8,1687,1632.2,545.2253125,999.8354073,35.4,1858.53,1823.13,568.9684375,1053.698115,0.074074074,0.148148148,0.259259259,0.148148148,0.222222222,0.037037037,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
58,8.02554,3.54496,8.01041,3.40519,2.7574,3.54496,7.89213,7.89515,8.01041,3391.31,1.40726,450.366,0.1328,0.0943678,0,0,0,1,2,2,657.151,1937.75,1376.97,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.027027027,0.22972973,0.22972973,0.148648649,0.081081081,0.094594595,0.081081081,0.081081081,0.013513514,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,13.79979,12.82002,13.79712,11.99609,12.82002,1.59504,13.69669,13.79712,13.79979,4515.09,1.06068,2445.82,0.5417,0.510712,0,0,0,1,2,2,563.316,1247.63,1176.26,0,0,0,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95,12.19265001,10,17.36,7.36,15.31866667,4.17427667,0.02658,235,234.97342,61.35105333,127.5581437,90.2,3173,3082.8,1067,1963.904425,54.8,1687,1632.2,498.396,939.0837544,35.4,1858.53,1823.13,568.604,1079.169416,0.043010753,0.182795699,0.215053763,0.311827957,0.247311828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
60,10.95648,8.56573,10.94071,8.56573,6.69516,1.84106,10.94071,10.95648,10.70003,3068.32,1.26193,966.828,0.3151,0.249696,0,0,0,1,2,2,522.076,1701.5,1348.33,0,0,0,8,14,6,9.9,3.852777103,1.52,2.1,0.58,1.687333333,0.351659286,80,101,21,95.16666667,11.92216461,10,17.36,7.36,15.38733333,4.056136516,0.02658,235,234.97342,58.51772,122.3206899,90.2,3173,3082.8,1079.7,2002.003291,54.8,1687,1632.2,523.5136667,987.7282913,35.4,1858.53,1823.13,556.1863333,1060.325423,0.043478261,0.188405797,0.231884058,0.347826087,0.173913043,0,0,0,0,0,0,0,0.014492754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
61,7.99404,6.61778,7.75959,6.61778,5.08234,2.41568,7.75959,7.99404,7.91004,1627.09,1.47166,316.795,0.1947,0.1323,0,0,0,1,2,2,293.865,1806.08,1227.24,0,0,0,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0,0.236842105,0.315789474,0.210526316,0.184210526,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
62,7.15542,5.99919,7.15542,5.99919,2.02752,3.97754,7.15542,4.89235,7.05079,1762.2,1.35882,360.546,0.2046,0.150571,0,0,0,1,2,2,404.017,2292.68,1687.25,0,0,0,8,81,73,10.27314815,7.710589545,1.52,2.1,0.58,1.678425926,0.32380403,78,101,23,95.02314815,11.78730747,10,17.36,7.36,15.45796296,3.993656577,0.02658,235,234.97342,56.99625167,121.9354768,90.2,3173,3082.8,1021.015741,1884.74249,54.8,1687,1632.2,480.0908333,902.7393817,35.4,1858.53,1823.13,540.9249074,1032.834192,0.038461538,0.307692308,0.307692308,0.269230769,0.038461538,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
63,6.48309,3.69006,6.45256,3.69006,1.85842,2.85025,6.45256,6.48309,6.11277,915.331,1.74401,78.7185,0.086,0.0493116,0,0,0,1,2,2,142.356,1555.24,891.759,0,0,0,4,14,10,9.736842105,3.871083028,1.52,2.1,0.58,1.675921053,0.340506805,77,101,24,95.10526316,12.16702265,4.85,17.36,12.51,15.30486842,4.373554353,0.02658,235,234.97342,58.83362605,123.7231663,90.2,3173,3082.8,1058.502632,1973.322182,54.8,1687,1632.2,510.7178947,969.1297315,35.4,1858.53,1823.13,547.7847368,1052.764387,0,0.259259259,0.222222222,0.185185185,0,0.222222222,0.074074074,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
64,9.1431,7.76766,9.08291,7.76766,2.03008,2.38595,9.08291,8.5783,8.64974,2865.08,1.67152,540.068,0.1885,0.112772,0,0,0,1,1,1,417.838,1458.38,872.487,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.202531646,0.291139241,0.316455696,0.088607595,0.101265823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
65,7.81027,5.6052,7.81027,5.6052,1.52753,2.04411,7.81027,7.69954,7.81027,1550.5,1.53253,246.53,0.159,0.10375,0,0,0,1,1,1,256.576,1654.79,1079.78,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.027777778,0.222222222,0.222222222,0.194444444,0.25,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
66,6.66952,5.19046,6.66418,5.19046,1.95684,1.35597,6.66418,6.66952,6.66952,992.364,1.80971,117.694,0.1186,0.0655353,0,0,0,1,1,1,141.9,1429.92,790.137,0,0,0,8,14,6,10,3.690361544,1.52,2.1,0.58,1.686111111,0.322951019,80,101,21,94.38888889,12.2966748,10,17.36,7.36,15.10277778,4.22534699,0.02658,235,234.97342,68.350315,130.1025561,90.2,3173,3082.8,1139.933333,1931.202032,54.8,1687,1632.2,518.6172222,905.5941313,35.4,1858.53,1823.13,621.3161111,1085.289678,0,0.16,0.44,0.24,0.04,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
67,12.63171,10.64354,12.63171,10.64354,1.40784,1.95437,12.63171,12.60399,12.60714,6119.89,1.56508,1677.46,0.2741,0.175135,0,0,0,1,1,1,777.756,1270.87,812.015,0.0911655,0.148966,0.0951813,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.011904762,0.130952381,0.238095238,0.267857143,0.31547619,0.023809524,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
68,10.44414,8.78003,10.44414,8.78003,2.23789,6.89599,10.44414,9.86869,9.86869,3354.14,1.42616,929.097,0.277,0.194228,0.335414,0.0001,7.01E-05,1,2,2,558.898,1666.29,1168.38,2.7872,8.30971,5.82663,8,25,17,10.09166667,4.651467847,1.52,2.1,0.58,1.712916667,0.406822319,60,101,41,95.45833333,12.15810606,7.35,17.36,10.01,15.55408333,3.860047572,0.02658,150,149.97342,48.83272,104.6676699,90.2,3173,3082.8,1110.808333,2154.915338,54.8,1687,1632.2,597.4666667,1144.441107,35.4,1486,1450.6,513.3416667,1011.771669,0.067567568,0.202702703,0.27027027,0.202702703,0.202702703,0.054054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
